SeniorCitizen,tenure,MonthlyCharges,gender_Female,gender_Male,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,Churn_No,Churn_Yes,TotalCharges,clusters_4
0.0,0.013888888888888888,0.2721393034825871,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005333333333333334,0
0.0,0.16666666666666666,0.43184079601990044,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08652631578947369,3
0.0,0.2222222222222222,0.3641791044776119,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.10264327485380118,0
0.0,0.05555555555555555,0.47064676616915413,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.030666666666666665,3
0.0,0.7083333333333333,0.717412935323383,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5389298245614035,1
0.0,0.9027777777777777,0.021393034825870627,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1550877192982456,2
0.0,0.2222222222222222,0.5601990049751243,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.13950877192982455,3
0.0,0.027777777777777776,0.01691542288557213,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.004666666666666667,0
0.0,0.9166666666666666,0.5572139303482587,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5731578947368421,1
0.0,0.6388888888888888,0.899502487562189,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5845497076023393,1
0.0,0.4444444444444444,0.908457711442786,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.41001169590643277,3
0.0,1.0,0.6805970149253732,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7296842105263158,1
0.0,0.5277777777777778,0.6243781094527363,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36000000000000004,1
0.0,0.7083333333333333,0.2945273631840796,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.28542105263157896,2
0.0,1.0,0.9582089552238805,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9646315789473685,1
1.0,0.9027777777777777,0.8656716417910447,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.8001461988304094,1
0.0,0.125,0.11641791044776117,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03152631578947369,0
0.0,0.125,0.46517412935323377,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06842105263157895,3
0.0,0.9166666666666666,0.02288557213930348,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15863157894736843,2
1.0,0.611111111111111,0.9109452736318407,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5650526315789474,1
0.0,0.6944444444444444,0.5099502487562189,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4064327485380117,1
0.0,0.20833333333333331,0.3044776119402985,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08570175438596492,0
0.0,0.1111111111111111,0.06965174129353235,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.023625730994152046,0
1.0,0.9166666666666666,0.8417910447761193,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.7939298245614035,1
0.0,0.7916666666666666,0.68955223880597,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5836666666666667,1
0.0,0.09722222222222221,0.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.06430994152046784,3
1.0,0.1388888888888889,0.16218905472636813,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0404093567251462,0
0.0,0.861111111111111,0.7343283582089551,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6674970760233918,1
0.0,0.5555555555555556,0.6646766169154228,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3978947368421053,1
0.0,0.2777777777777778,0.014427860696517386,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.046081871345029245,0
0.0,0.09722222222222221,0.01741293532338306,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.016374269005847954,0
0.0,0.3472222222222222,0.7651741293532338,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.27821637426900586,3
0.0,0.3194444444444444,0.6567164179104478,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2266374269005848,3
1.0,0.9166666666666666,0.8592039800995025,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8074385964912281,1
1.0,1.0,0.9293532338308458,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9402105263157895,1
1.0,0.6805555555555555,0.7144278606965173,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5160760233918129,1
1.0,0.5972222222222222,0.9203980099502488,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5569883040935673,1
0.0,0.6388888888888888,0.3656716417910447,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.295906432748538,2
0.0,1.0,0.7124378109452736,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7566315789473684,1
0.0,0.1388888888888889,0.020895522388059695,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.023801169590643274,0
0.0,0.5555555555555556,0.3611940298507462,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2552046783625731,2
0.0,0.9027777777777777,0.8681592039800995,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.802046783625731,1
0.0,0.4305555555555555,0.8079601990049752,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.3605789473684211,3
0.0,0.9444444444444444,0.5238805970149254,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5638830409356727,1
1.0,0.7777777777777777,0.8587064676616915,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.6847719298245615,1
0.0,0.1388888888888889,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09970760233918129,3
0.0,0.9444444444444444,0.07114427860696515,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.20201169590643273,2
0.0,0.5972222222222222,0.3771144278606965,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2823918128654971,2
0.0,0.013888888888888888,0.7094527363184079,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.010473684210526316,3
1.0,0.6805555555555555,0.7124378109452736,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5149298245614035,1
0.0,0.20833333333333331,0.06965174129353235,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04429824561403509,0
1.0,0.2777777777777778,0.7592039800995024,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.22116959064327485,3
0.0,0.013888888888888888,0.27313432835820894,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.005345029239766082,0
0.0,0.6944444444444444,0.5114427860696518,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4073099415204679,1
1.0,0.027777777777777776,0.708955223880597,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.020935672514619884,3
1.0,0.3333333333333333,0.5149253731343283,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.19649122807017544,3
0.0,0.041666666666666664,0.5104477611940298,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.024403508771929823,3
0.0,0.013888888888888888,0.5606965174129352,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.008725146198830408,3
0.0,0.4861111111111111,0.01840796019900498,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.08228070175438597,2
0.0,0.2361111111111111,0.06517412935323383,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04930994152046784,0
1.0,0.1111111111111111,0.013930348258706454,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0183859649122807,0
0.0,0.1388888888888889,0.7646766169154228,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1112280701754386,3
0.0,0.9444444444444444,0.7024875621890546,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7066432748538011,1
0.0,0.625,0.6024875621890546,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4147368421052632,1
0.0,0.027777777777777776,0.015920398009950265,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00464327485380117,0
0.0,0.5138888888888888,0.020895522388059695,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08806432748538012,2
0.0,0.05555555555555555,0.05970149253731341,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011345029239766082,0
0.0,0.1388888888888889,0.26865671641791045,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05292397660818714,0
0.0,0.013888888888888888,0.01791044776119402,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.002345029239766082,0
0.0,0.9027777777777777,0.5104477611940298,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5287426900584795,1
0.0,0.7916666666666666,0.01243781094527363,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.13,2
0.0,0.041666666666666664,0.5621890547263682,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.026228070175438597,3
0.0,0.027777777777777776,0.5114427860696518,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.016292397660818716,3
0.0,0.6805555555555555,0.11890547263681589,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.17307602339181286,2
0.0,0.05555555555555555,0.27263681592039796,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02135672514619883,0
0.0,0.9722222222222222,0.3935323383084577,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.47321637426900587,2
0.0,0.736111111111111,0.015920398009950265,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.12304678362573102,2
0.0,0.736111111111111,0.072636815920398,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15838011695906434,2
0.0,0.013888888888888888,0.5651741293532337,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.008777777777777778,3
0.0,0.3055555555555555,0.06567164179104479,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06394152046783627,0
1.0,0.7222222222222222,0.30746268656716413,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2989239766081871,2
1.0,0.9027777777777777,0.9164179104477611,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8389181286549708,1
0.0,0.6666666666666666,0.06268656716417911,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1378245614035088,2
0.0,0.027777777777777776,0.16368159203980104,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.008116959064327486,0
0.0,0.041666666666666664,0.8925373134328359,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.03787719298245614,3
0.0,0.625,0.6283582089552239,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.42842105263157904,1
0.0,0.013888888888888888,0.6144278606965173,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00935672514619883,3
0.0,0.8472222222222222,0.5527363184079601,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5265263157894737,1
0.0,0.041666666666666664,0.4592039800995025,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.022596491228070177,3
1.0,0.5555555555555556,0.8507462686567163,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.48538011695906436,1
0.0,0.013888888888888888,0.5258706467661691,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.00831578947368421,3
0.0,0.013888888888888888,0.31492537313432833,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0058362573099415204,0
0.0,0.7083333333333333,0.06318407960199005,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1467368421052632,2
1.0,0.027777777777777776,0.30845771144278605,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.011520467836257311,0
0.0,0.7222222222222222,0.11791044776119403,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18306432748538012,2
0.0,0.7083333333333333,0.6482587064676617,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4974736842105264,1
0.0,0.013888888888888888,0.021890547263681587,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.002391812865497076,0
0.0,0.4305555555555555,0.5671641791044776,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.27283625730994154,3
0.0,0.6527777777777778,0.02288557213930348,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11296491228070177,2
0.0,0.041666666666666664,0.5656716417910447,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.026350877192982455,3
1.0,0.3055555555555555,0.01791044776119402,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.051590643274853805,0
0.0,0.013888888888888888,0.023880597014925342,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.002415204678362573,0
0.0,1.0,0.6656716417910448,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7170526315789474,1
0.0,0.041666666666666664,0.31741293532338305,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.017596491228070176,0
1.0,0.6527777777777778,0.663681592039801,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.46697660818713455,1
0.0,1.0,0.48009950248756217,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.56,1
0.0,0.9166666666666666,0.44825870646766164,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4886315789473685,1
0.0,0.4861111111111111,0.645771144278607,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.34038011695906434,3
0.0,0.40277777777777773,0.6631840796019901,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2879649122807018,3
0.0,0.027777777777777776,0.02288557213930348,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.004807017543859649,0
0.0,0.05555555555555555,0.30845771144278605,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.023040935672514622,0
0.0,0.3472222222222222,0.6129353233830845,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23347953216374268,3
0.0,0.9027777777777777,0.4114427860696518,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4530994152046784,2
1.0,0.375,0.8597014925373135,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.33047368421052636,3
0.0,0.40277777777777773,0.5676616915422885,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2554035087719298,3
0.0,0.40277777777777773,0.6154228855721392,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27168421052631575,3
0.0,0.013888888888888888,0.012935323383084563,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0022865497076023393,0
0.0,0.2777777777777778,0.6243781094527363,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18947368421052632,3
0.0,0.8055555555555555,0.06417910447761191,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.16755555555555554,2
0.0,0.19444444444444442,0.6741293532338308,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1408187134502924,3
0.0,1.0,0.07114427860696515,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.21389473684210528,2
0.0,0.6388888888888888,0.7054726368159204,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.47963742690058486,1
0.0,0.986111111111111,0.3980099502487562,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4837134502923977,2
0.0,0.4444444444444444,0.6706467661691543,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.320561403508772,3
0.0,0.3611111111111111,0.31940298507462683,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15311111111111114,0
1.0,0.9444444444444444,0.617910447761194,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6390409356725145,1
0.0,0.027777777777777776,0.019402985074626844,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.004725146198830409,0
0.0,0.8472222222222222,0.02288557213930348,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1466140350877193,2
0.0,0.05555555555555555,0.6736318407960199,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.040210526315789474,3
0.0,0.041666666666666664,0.26965174129353237,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.015912280701754388,0
1.0,0.4583333333333333,0.7587064676616915,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3647368421052632,3
1.0,0.125,0.02985074626865672,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.02236842105263158,0
0.0,0.3055555555555555,0.07960199004975121,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.06754385964912281,0
0.0,0.06944444444444445,0.6228855721393034,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.047280701754385965,3
1.0,0.41666666666666663,0.7308457711442786,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3217543859649123,3
0.0,0.9027777777777777,0.5567164179104478,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.564093567251462,1
0.0,0.625,0.6865671641791045,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.4592105263157895,1
0.0,0.06944444444444445,0.020895522388059695,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.011900584795321637,0
0.0,0.3472222222222222,0.5696517412935324,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.22076023391812866,3
0.0,1.0,0.6049751243781094,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6656842105263158,1
0.0,0.375,0.7154228855721393,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2846842105263158,3
0.0,0.4444444444444444,0.3218905472636816,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18938011695906434,0
0.0,0.41666666666666663,0.9174129353233832,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.3875438596491228,3
0.0,0.9722222222222222,0.8233830845771145,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.8269005847953217,1
1.0,0.5833333333333333,0.607960199004975,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3897894736842105,1
1.0,1.0,0.7124378109452736,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7566315789473684,1
0.0,0.6527777777777778,0.46517412935323377,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.35730994152046786,2
0.0,0.027777777777777776,0.618905472636816,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.018818713450292398,3
0.0,0.1388888888888889,0.7990049751243781,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11526315789473685,3
0.0,0.8472222222222222,0.05820895522388059,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.17194152046783628,2
